edit_history_tweet_ids,public_metrics,id,entities,created_at,author_id,text,username,name
['1972709113520902614'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1972709113520902614,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 17:04:38+00:00,1884055884025733120,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Jajajajajajaja estos firmantes jajajajajJj cafres!!,PerinanSha91379,Sharon Periñan Payares
['1972707647209304237'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",1972707647209304237,"{'urls': [{'start': 320, 'end': 343, 'url': 'https://t.co/QNR1naQ2aA', 'expanded_url': 'https://x.com/CodigoAlarma/status/1972707647209304237/video/1', 'display_url': 'pic.x.com/QNR1naQ2aA', 'media_key': '13_1972707561309696000'}], 'annotations': [{'start': 43, 'end': 56, 'probability': 0.4313, 'type': 'Organization', 'normalized_text': 'OviedoQuéMiedo'}, {'start': 63, 'end': 87, 'probability': 0.3713, 'type': 'Organization', 'normalized_text': 'OviedoRataDefensordeRatas'}, {'start': 89, 'end': 106, 'probability': 0.676, 'type': 'Person', 'normalized_text': 'Juan Daniel Oviedo'}, {'start': 124, 'end': 127, 'probability': 0.5463, 'type': 'Organization', 'normalized_text': 'DANE'}, {'start': 133, 'end': 142, 'probability': 0.8855, 'type': 'Person', 'normalized_text': 'Iván Duque'}, {'start': 177, 'end': 185, 'probability': 0.4913, 'type': 'Person', 'normalized_text': 'María del'}, {'start': 187, 'end': 200, 'probability': 0.4058, 'type': 'Other', 'normalized_text': 'Rosario Guerra'}, {'start': 311, 'end': 318, 'probability': 0.938, 'type': 'Place', 'normalized_text': 'Colombia'}], 'hashtags': [{'start': 42, 'end': 57, 'tag': 'OviedoQuéMiedo'}, {'start': 62, 'end': 88, 'tag': 'OviedoRataDefensordeRatas'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 16:58:48+00:00,1754003293406203904,@JDOviedoAr @petrogustavo @ConTodaPorCol 🔴#OviedoQuéMiedo!!! 🔴#OviedoRataDefensordeRatas Juan Daniel Oviedo Ex-director del DANE con Iván Duque y asesor de la uribista corrupta María del Rosario Guerra se jacta de sus peligrosas simpatías a favor de las élites parásitas de clase política corrupta y ladrona de Colombia https://t.co/QNR1naQ2aA,CodigoAlarma,Código Alerta Roja
['1972706508816458232'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972706508816458232,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:54:17+00:00,128059106,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Y este quien es?,Davicomadreja,•Davico•
['1972704344509231559'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",1972704344509231559,"{'annotations': [{'start': 223, 'end': 225, 'probability': 0.9586, 'type': 'Place', 'normalized_text': 'USA'}, {'start': 359, 'end': 362, 'probability': 0.6251, 'type': 'Organization', 'normalized_text': 'MBTU'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'Mauriciotellez', 'id': '47946532'}, {'start': 16, 'end': 31, 'username': 'SergioCabrales', 'id': '43043907'}, {'start': 32, 'end': 43, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 44, 'end': 55, 'username': 'JoseILopez', 'id': '66791821'}, {'start': 56, 'end': 72, 'username': 'fernandoposada_', 'id': '147705809'}, {'start': 73, 'end': 83, 'username': 'SashaGrey', 'id': '16089776'}, {'start': 84, 'end': 95, 'username': 'figuerjoda', 'id': '180861689'}, {'start': 96, 'end': 107, 'username': 'MunirFalah', 'id': '602042137'}, {'start': 108, 'end': 118, 'username': 'Jmfariasu', 'id': '888784815830556673'}, {'start': 119, 'end': 125, 'username': 'rasbe', 'id': '22451566'}, {'start': 126, 'end': 138, 'username': 'BabaRamDass', 'id': '43464948'}, {'start': 197, 'end': 210, 'username': 'ECOPETROL_SA', 'id': '54203675'}]}",2025-09-29 16:45:41+00:00,777688780526399489,"@Mauriciotellez @SergioCabrales @JDOviedoAr @JoseILopez @fernandoposada_ @SashaGrey @figuerjoda @MunirFalah @Jmfariasu @rasbe @BabaRamDass 15 billones nos cuesta importar gas más caro, que lo trae @ECOPETROL_SA de fracking USA al triple del precio, cuando se opone al fracking aquí. Doble de emisiones, aprovecha a subir precio del nacional de 5 a 10 dólares MBTU. 35MM de paganinis, negocio socio.",Mohamma76526023,Mauricio Olascoaga
['1972703856652857409'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",1972703856652857409,"{'annotations': [{'start': 177, 'end': 190, 'probability': 0.9961, 'type': 'Place', 'normalized_text': 'Estados Unidos'}, {'start': 207, 'end': 211, 'probability': 0.9812, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:43:45+00:00,317419999,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Para este pelmazo sumar es ir a Estados Unidos y chuparsela a Trump.,MiguelHernand29,Miguel Hernández 🦋🥑🐝🐴🌮🥘
['1972703028244267229'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",1972703028244267229,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 27, 'end': 43, 'username': 'MejorJuntos_col', 'id': '1966611523217903617'}]}",2025-09-29 16:40:27+00:00,581847750,@JDOviedoAr @ConTodaPorCol @MejorJuntos_col No más pensejos...como mierda!,paterbello,Pater
['1972700019179360386'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",1972700019179360386,"{'annotations': [{'start': 59, 'end': 64, 'probability': 0.7848, 'type': 'Person', 'normalized_text': 'oviedo'}, {'start': 85, 'end': 91, 'probability': 0.9619, 'type': 'Person', 'normalized_text': 'Fajardo'}, {'start': 95, 'end': 101, 'probability': 0.8707, 'type': 'Person', 'normalized_text': 'Gaviria'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 16:28:30+00:00,1449484952,"@JDOviedoAr @petrogustavo @ConTodaPorCol Todos sabemos que oviedo termina apoyando a Fajardo o Gaviria para terminar apoyando realmente al que quieren, al que diga uribe cierto?",KalwaRun,Un-tal-ivan
['1972699829584220609'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972699829584220609,"{'annotations': [{'start': 60, 'end': 68, 'probability': 0.5436, 'type': 'Other', 'normalized_text': 'arodillad'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 16:27:45+00:00,46371782,@JDOviedoAr @petrogustavo @ConTodaPorCol otra loca y fach@  arodillad@ pa variar,nomashitco,Viviendo en exilio
['1972699694620102976'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972699694620102976,"{'urls': [{'start': 319, 'end': 342, 'url': 'https://t.co/bHqJZyu0uE', 'expanded_url': 'https://x.com/nomashitco/status/1972699694620102976/photo/1', 'display_url': 'pic.x.com/bHqJZyu0uE', 'media_key': '3_1972699688630435840'}], 'hashtags': [{'start': 286, 'end': 299, 'tag': 'vendepatrias'}, {'start': 300, 'end': 318, 'tag': 'PetroLíderMundial'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 16:27:12+00:00,46371782,"@JDOviedoAr @petrogustavo @ConTodaPorCol mi vecin@ uribista anda feliz porque dizque le quitaron la visa a Petro🤡
Detalle: ¡ella NO tiene visa! El país que tanto ama🇺🇸 se la ha NEGADO 3 VECES😂
La ven como la pobre BOBA H.. sin un peso, con ganas infinitas de irse a lavar baños en USA😅
#vendepatrias
#PetroLíderMundial https://t.co/bHqJZyu0uE",nomashitco,Viviendo en exilio
['1972698125262295253'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",1972698125262295253,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 27, 'end': 43, 'username': 'MejorJuntos_col', 'id': '1966611523217903617'}]}",2025-09-29 16:20:58+00:00,1681808216554913792,"@JDOviedoAr @ConTodaPorCol @MejorJuntos_col Hackearon el dañe y ni se dio cuenta , luego lo ocultó varios meses hasta que filtro a la prensa.

Solo la gente que no sabe lo inútil que es subió la mano",zetazzzzzz,zeta
['1972697661816852837'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972697661816852837,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:19:08+00:00,49675288,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez COMA MIERDA VICIOS0,alejjo,alejjo™
['1972695133113004282'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",1972695133113004282,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:09:05+00:00,2446399634,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Todos los que no sirven para nada y no quieren devolver el dinero que irresponsablemente obtuvieron ocupando un cargo al que no tenía derecho. Mamarracho.,luzyaneth58,luzyaneth58
['1972694473902551362'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1972694473902551362,"{'annotations': [{'start': 165, 'end': 170, 'probability': 0.4461, 'type': 'Other', 'normalized_text': 'MARICA'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:06:28+00:00,1543531065482121216,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez UN PAYAZO PREPAGO Y MARICA,BeltranDacarlos,Dacarlos Beltrán
['1972694311641727022'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",1972694311641727022,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 16:05:49+00:00,204158209,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Tan viejo y tan re mk,dave_RamirezFb,DC
['1972691625928175978'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",1972691625928175978,"{'urls': [{'start': 394, 'end': 417, 'url': 'https://t.co/gkuFh5quoo', 'expanded_url': 'https://x.com/nomashitco/status/1972691625928175978/photo/1', 'display_url': 'pic.x.com/gkuFh5quoo', 'media_key': '3_1972691499696451584'}], 'hashtags': [{'start': 361, 'end': 374, 'tag': 'vendepatrias'}, {'start': 375, 'end': 393, 'tag': 'PetroLíderMundial'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 26, 'end': 38, 'username': 'pipecordoba', 'id': '29055849'}, {'start': 39, 'end': 55, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 56, 'end': 72, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 73, 'end': 83, 'username': 'lunadavid', 'id': '44740326'}, {'start': 84, 'end': 100, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 101, 'end': 115, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 15:55:09+00:00,46371782,"@UltimaHoraCR @JDOviedoAr @pipecordoba @juanmanuelgalan @MauricioGomezCO @lunadavid @EnriquePenalosa @mluciaramirez mi vecin@ uribista anda feliz porque dizque le quitaron la visa a Petro🤡
Detalle: ¡ella NO tiene visa! El país que tanto ama🇺🇸 se la ha NEGADO 3 VECES😂
La ven como la pobre BOBA H.. sin un peso, con ganas infinitas de irse a lavar baños en USA😅
#vendepatrias
#PetroLíderMundial https://t.co/gkuFh5quoo",nomashitco,Viviendo en exilio
['1972688373304238152'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",1972688373304238152,"{'annotations': [{'start': 65, 'end': 75, 'probability': 0.5379, 'type': 'Organization', 'normalized_text': 'Presidencia'}, {'start': 109, 'end': 113, 'probability': 0.9844, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 15:42:13+00:00,809536241494593538,@JDOviedoAr @petrogustavo @ConTodaPorCol Si usted va llegar a la Presidencia y va directo arrodillarse donde Trump.,Wilches1981,Mauricio Wilches
['1972687512737853772'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",1972687512737853772,"{'annotations': [{'start': 176, 'end': 177, 'probability': 0.4779, 'type': 'Organization', 'normalized_text': 'HP'}, {'start': 212, 'end': 216, 'probability': 0.8435, 'type': 'Person', 'normalized_text': 'Milei'}, {'start': 233, 'end': 237, 'probability': 0.986, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 15:38:48+00:00,809536241494593538,"@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Usted no es mas que otro tibio HP.
Si es presidente seguro va como Milei a Chuparsela a Trump.",Wilches1981,Mauricio Wilches
['1972686747214529021'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972686747214529021,"{'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/icARY0dQtg', 'expanded_url': 'https://x.com/Esteban55358851/status/1972686747214529021/photo/1', 'display_url': 'pic.x.com/icARY0dQtg', 'media_key': '3_1972686740990087168'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 15:35:45+00:00,1098425405776773121,@JDOviedoAr @ConTodaPorCol https://t.co/icARY0dQtg,Esteban55358851,Yo apoyo a Rusia
['1972686497573724353'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",1972686497573724353,"{'annotations': [{'start': 145, 'end': 148, 'probability': 0.3977, 'type': 'Person', 'normalized_text': 'Juan'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 15:34:46+00:00,60971169,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Juan no sea ridículo. Es ofensivo que salgan con esta payasada .,IAMELKINPUERTO,ELKIN PUERTO LINEROS
['1972685287806423082'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",1972685287806423082,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 15:29:57+00:00,711696692337373184,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez JAJAJAJA BASURA DERECHISTA-BUSCANDO VOTICOS-,beornottobe65,LEE-SANDRO
['1972684197262250180'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972684197262250180,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 15:25:37+00:00,199048625,"@JDOviedoAr @petrogustavo @ConTodaPorCol B@b@ necesitamos
Líderes más humanos. Si te duelen los demás , entonces tu pueblo se sentirá seguro de que te esforzarás por conseguir lo mejor para ellos !",DiegoABQ9,Diego A
['1972683064279990556'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1972683064279990556,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2025-09-29 15:21:07+00:00,1484341104073867267,"@JDOviedoAr @ConTodaPorCol Con una foto suya 🤣un periódico de dos hojas este si es un chiste , ahora pregunten de donde sale el dinero para esto !",juanrojas1174,JUAN PABLO VELASQUEZ ROJAS
['1972682594085937174'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",1972682594085937174,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 25, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 26, 'end': 40, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 41, 'end': 54, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 55, 'end': 71, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 72, 'end': 88, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 89, 'end': 101, 'username': 'mclacouture', 'id': '302794483'}, {'start': 102, 'end': 112, 'username': 'lunadavid', 'id': '44740326'}, {'start': 113, 'end': 129, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 130, 'end': 144, 'username': 'mluciaramirez', 'id': '198984928'}]}",2025-09-29 15:19:15+00:00,1693095041336557568,@JDOviedoAr @petrogustavo @ConTodaPorCol @MauricioCard @juanmanuelgalan @MauricioGomezCO @mclacouture @lunadavid @EnriquePenalosa @mluciaramirez Arrodillado inútil setentahpta,OscarWellgos,Oscar Fernando Wellgos Garzón
