entities,author_id,id,text,edit_history_tweet_ids,public_metrics,created_at,username,name
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 27, 'end': 34, 'probability': 0.7873, 'type': 'Person', 'normalized_text': 'Abelardo'}, {'start': 37, 'end': 41, 'probability': 0.5219, 'type': 'Person', 'normalized_text': 'Vicky'}, {'start': 45, 'end': 58, 'probability': 0.7548, 'type': 'Person', 'normalized_text': 'María Fernanda'}]}",1798482994845372416,1971235695978217508,"@JDOviedoAr Mijita únase a Abelardo, Vicky o María Fernanda, ellos son fuertes mija,😂😂😂",['1971235695978217508'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",2025-09-25 15:29:48+00:00,DestierroApetro,William Cardona
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 76, 'end': 80, 'probability': 0.4067, 'type': 'Person', 'normalized_text': 'pelao'}], 'urls': [{'start': 107, 'end': 130, 'url': 'https://t.co/qybJepKl5c', 'expanded_url': 'https://x.com/HannibalDex/status/1971231749754716507/photo/1', 'display_url': 'pic.x.com/qybJepKl5c', 'media_key': '16_1971231746910822400'}]}",1515823760766607361,1971231749754716507,"@JDOviedoAr Yo no lo culpo 🙄 a esta loca lo ponían a ver los teletubbies de pelao, por eso quedó atrofiao. https://t.co/qybJepKl5c",['1971231749754716507'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 15:14:07+00:00,HannibalDex,Ⲏⲁⲛⲛⲓⲃⲁ𝓵Ⲇⲉⲭ 🀄
"{'mentions': [{'start': 0, 'end': 13, 'username': 'CaracolRadio', 'id': '19236074'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",473904586,1971230966250389633,@CaracolRadio @JDOviedoAr devuelva los salarios corrupto,['1971230966250389633'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-25 15:11:00+00:00,ANDREWLOPI,Andrew Lop!!
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/D0ILgUSWDR', 'expanded_url': 'https://twitter.com/senadormotoa/status/1971213459342651564', 'display_url': 'x.com/senadormotoa/s…'}]}",1171563661162360843,1971230771429114124,@JDOviedoAr De interés. https://t.co/D0ILgUSWDR,['1971230771429114124'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 15:10:14+00:00,Cardenas98Johan,Johan Cardenas
"{'mentions': [{'start': 97, 'end': 108, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 146, 'end': 158, 'username': 'ifmnoticias', 'id': '910239873298259969'}], 'annotations': [{'start': 0, 'end': 16, 'probability': 0.8413, 'type': 'Organization', 'normalized_text': 'Consejo de Estado'}, {'start': 53, 'end': 70, 'probability': 0.7116, 'type': 'Person', 'normalized_text': 'Juan Daniel Oviedo'}, {'start': 89, 'end': 94, 'probability': 0.9355, 'type': 'Place', 'normalized_text': 'Bogotá'}], 'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/RyZzDkhVR8', 'expanded_url': 'https://ifmnoticias.com/consejo-de-estado-confirmo-nulidad-de-la-eleccion-de-juan-daniel-oviedo-como-concejal-de-bogota/', 'display_url': 'ifmnoticias.com/consejo-de-est…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1971228150089605120/3u-cxYhN?format=jpg&name=orig', 'width': 800, 'height': 134}, {'url': 'https://pbs.twimg.com/news_img/1971228150089605120/3u-cxYhN?format=jpg&name=150x150', 'width': 134, 'height': 134}], 'status': 200, 'title': 'Consejo de Estado confirmó nulidad de la elección de Juan Daniel Oviedo como concejal de Bogotá', 'description': 'El Consejo de Estado ratificó la nulidad de la elección de Juan Daniel Oviedo como concejal de Bogotá para el periodo 2024-2027. La decisión, adoptada en sentencia del 18 de septiembre de 2025, resolvió de manera definitiva el proceso judicial que cuestionaba la validez de su designación en el cabildo distrital.', 'unwound_url': 'https://ifmnoticias.com/consejo-de-estado-confirmo-nulidad-de-la-eleccion-de-juan-daniel-oviedo-como-concejal-de-bogota/'}, {'start': 159, 'end': 182, 'url': 'https://t.co/xYCsMtr1Ct', 'expanded_url': 'https://x.com/ifmnoticias/status/1971229946141130765/photo/1', 'display_url': 'pic.x.com/xYCsMtr1Ct', 'media_key': '3_1971229902847225857'}]}",910239873298259969,1971229946141130765,"Consejo de Estado confirmó nulidad de la elección de Juan Daniel Oviedo como concejal de Bogotá 
@JDOviedoAr 
https://t.co/RyZzDkhVR8 a través de @ifmnoticias https://t.co/xYCsMtr1Ct",['1971229946141130765'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 45}",2025-09-25 15:06:57+00:00,ifmnoticias,IFMNOTICIAS
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1679270359080611840,1971229228466311418,@JDOviedoAr 😅🤡 no le da vergüenza hacer este tipo de videos?,['1971229228466311418'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 15:04:06+00:00,GATO_KARIN,✊🇵🇸
"{'mentions': [{'start': 41, 'end': 56, 'username': 'AndresJRendonC', 'id': '137758797'}, {'start': 76, 'end': 87, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 184, 'end': 207, 'url': 'https://t.co/L4OdvKizf4', 'expanded_url': 'https://twitter.com/senadormotoa/status/1971213459342651564', 'display_url': 'x.com/senadormotoa/s…'}]}",1865766890259533824,1971229220224540687,Ese Referendo no era cosa del Gobernador @AndresJRendonC ni de figuras como @JDOviedoAr: era el clamor de un país que exigía descentralización y autonomía FISCAL para los territorios. https://t.co/L4OdvKizf4,['1971229220224540687'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 15:04:04+00:00,CamiloCard0180,Camilo Cárdenas
"{'mentions': [{'start': 0, 'end': 13, 'username': 'senadormotoa', 'id': '98734035'}, {'start': 55, 'end': 70, 'username': 'AndresJRendonC', 'id': '137758797'}, {'start': 90, 'end': 101, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1865766890259533824,1971229196275048791,@senadormotoa Ese Referendo no era cosa del Gobernador @AndresJRendonC ni de figuras como @JDOviedoAr: era el clamor de un país que exigía descentralización y autonomía FISCAL para los territorios.,['1971229196275048791'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",2025-09-25 15:03:58+00:00,CamiloCard0180,Camilo Cárdenas
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/WQTSgGwQkq', 'expanded_url': 'https://twitter.com/caracolradio/status/1971023921987428844', 'display_url': 'x.com/caracolradio/s…'}]}",211001112,1971227019582345531,@JDOviedoAr y esas platica en salarios como concejal que hacemos ? https://t.co/WQTSgGwQkq,['1971227019582345531'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 14:55:19+00:00,san_ti_llan,Santillan
"{'hashtags': [{'start': 32, 'end': 44, 'tag': 'POLITIQUERO'}, {'start': 45, 'end': 55, 'tag': 'CHARLATAN'}, {'start': 77, 'end': 89, 'tag': 'POLITIQUERO'}, {'start': 90, 'end': 100, 'tag': 'CHARLATAN'}, {'start': 122, 'end': 134, 'tag': 'POLITIQUERO'}, {'start': 135, 'end': 145, 'tag': 'CHARLATAN'}, {'start': 167, 'end': 179, 'tag': 'POLITIQUERO'}, {'start': 180, 'end': 190, 'tag': 'CHARLATAN'}, {'start': 212, 'end': 224, 'tag': 'POLITIQUERO'}, {'start': 225, 'end': 235, 'tag': 'CHARLATAN'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 33, 'end': 43, 'probability': 0.4456, 'type': 'Person', 'normalized_text': 'POLITIQUERO'}, {'start': 46, 'end': 54, 'probability': 0.8327, 'type': 'Person', 'normalized_text': 'CHARLATAN'}, {'start': 78, 'end': 88, 'probability': 0.6628, 'type': 'Person', 'normalized_text': 'POLITIQUERO'}, {'start': 91, 'end': 99, 'probability': 0.8273, 'type': 'Person', 'normalized_text': 'CHARLATAN'}, {'start': 136, 'end': 144, 'probability': 0.8264, 'type': 'Person', 'normalized_text': 'CHARLATAN'}, {'start': 181, 'end': 189, 'probability': 0.7536, 'type': 'Person', 'normalized_text': 'CHARLATAN'}, {'start': 213, 'end': 223, 'probability': 0.6193, 'type': 'Person', 'normalized_text': 'POLITIQUERO'}, {'start': 226, 'end': 234, 'probability': 0.4786, 'type': 'Person', 'normalized_text': 'CHARLATAN'}]}",1711315452,1971225008212263408,"@JDOviedoAr POLITIQUERÍA BARATA #POLITIQUERO #CHARLATAN 
POLITIQUERÍA BARATA #POLITIQUERO #CHARLATAN 
POLITIQUERÍA BARATA #POLITIQUERO #CHARLATAN 
POLITIQUERÍA BARATA #POLITIQUERO #CHARLATAN 
POLITIQUERÍA BARATA #POLITIQUERO #CHARLATAN",['1971225008212263408'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",2025-09-25 14:47:20+00:00,DaniloRockero,Danilo Rock
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1388660826933022726,1971221047988060391,@JDOviedoAr Money is Money......,['1971221047988060391'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 14:31:36+00:00,CAM02393629,CAM
"{'mentions': [{'start': 0, 'end': 12, 'username': 'TiteresAnti', 'id': '1288261673749483520'}, {'start': 13, 'end': 24, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 77, 'end': 82, 'probability': 0.9597, 'type': 'Place', 'normalized_text': 'Bogotá'}]}",3852706395,1971218423549133322,"@TiteresAnti @JDOviedoAr Lo mismo le decían cuando se lanzó a la alcaldia de Bogotá y casi queda alcalde 🤷 Es muy improbable que gane la presidencia, esa no es la idea, la idea es demostrar que sigue teniendo un seguimiento importante para asi exigir representación en el gobierno que viene.",['1971218423549133322'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-25 14:21:10+00:00,jcmGom3z,Juan C Mahecha Gómez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/A2w4hLG2Zq', 'expanded_url': 'https://x.com/OMosqurea/status/1971209479439139222/photo/1', 'display_url': 'pic.x.com/A2w4hLG2Zq', 'media_key': '3_1971209476972720128'}]}",1021406924938543105,1971209479439139222,@JDOviedoAr Usted es un buen tipo... únase a nosotros... Firmes por la Patria ! https://t.co/A2w4hLG2Zq,['1971209479439139222'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 13:45:37+00:00,OMosqurea,Oscar Andrés Mosquera
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1495384409259880449,1971206760271839467,@JDOviedoAr Jajajajajjajajajajajajajaja.    Osea,['1971206760271839467'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",2025-09-25 13:34:49+00:00,Ristian95075284,Ristian
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1641893689545900033,1971206686338859250,@JDOviedoAr Ayy q pereza este sr.  Sra.,['1971206686338859250'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",2025-09-25 13:34:31+00:00,NUBIALINAR26411,NUBIA LINARES
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1704162407952646144,1971206575277867066,"@JDOviedoAr Devuelva lo que le pagaron en el concejo.
Usted es otro tapado de la derecha",['1971206575277867066'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 13:34:05+00:00,Armando99630231,JAB
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1891578784035323904,1971206542692319609,@JDOviedoAr Vaya a chupar verga,['1971206542692319609'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 13:33:57+00:00,Egutierrez79157,E-gutierrez
"{'mentions': [{'start': 0, 'end': 14, 'username': 'Raultheralphy', 'id': '1404891655782735873'}, {'start': 15, 'end': 26, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1538040044853805057,1971206466603450571,@Raultheralphy @JDOviedoAr Ninguno de ellos,['1971206466603450571'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",2025-09-25 13:33:39+00:00,SebazDesigner,Sebaz Targaryen🐉 CAMPEÓN DEL MUNDO 💙
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 50, 'end': 53, 'probability': 0.7483, 'type': 'Place', 'normalized_text': 'bosa'}]}",3292167941,1971206404662030843,@JDOviedoAr Ya debe de estar buscando arriendo en bosa pa hacerse pasar por cool y ganar votos de los pobres jajajaja,['1971206404662030843'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",2025-09-25 13:33:24+00:00,DaniDiazco,Daniel Díaz
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 27, 'username': 'carolinacorcho', 'id': '346151846'}], 'annotations': [{'start': 30, 'end': 39, 'probability': 0.4039, 'type': 'Other', 'normalized_text': 'Presidenta'}]}",1524055249534783492,1971206381303890306,"@JDOviedoAr @carolinacorcho  
Presidenta 2026---2030",['1971206381303890306'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",2025-09-25 13:33:19+00:00,Eduardo22157092,Eduardo Huertas
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1538040044853805057,1971206340489121821,"@JDOviedoAr Igual te vas a quemar, gomelo de cuarta haha",['1971206340489121821'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",2025-09-25 13:33:09+00:00,SebazDesigner,Sebaz Targaryen🐉 CAMPEÓN DEL MUNDO 💙
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",520652537,1971206256137470030,@JDOviedoAr Ahorrese esa plática de la campaña que todos sabemos que no vas a ganar,['1971206256137470030'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 13:32:49+00:00,cpino527,un vecino gruñón
"{'mentions': [{'start': 0, 'end': 15, 'username': 'DiegomontanezH', 'id': '1241844722240491528'}, {'start': 16, 'end': 31, 'username': 'BancoRepublica', 'id': '172368909'}, {'start': 32, 'end': 42, 'username': 'DineroCOP', 'id': '108045032'}, {'start': 43, 'end': 56, 'username': 'VictorGrosso', 'id': '72073632'}, {'start': 57, 'end': 73, 'username': 'RodrigoTorresRT', 'id': '115496046'}, {'start': 74, 'end': 90, 'username': 'MiguelOrlandoAM', 'id': '55832062'}, {'start': 91, 'end': 103, 'username': 'omedinacruz', 'id': '1267463407600635905'}, {'start': 104, 'end': 115, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 116, 'end': 124, 'username': 'jrestrp', 'id': '327553766'}, {'start': 125, 'end': 141, 'username': 'IglesiasJulio87', 'id': '4028486487'}, {'start': 142, 'end': 154, 'username': 'ToroDeArena', 'id': '1053137501177761792'}, {'start': 155, 'end': 167, 'username': 'inverxia_co', 'id': '208767225'}], 'urls': [{'start': 168, 'end': 191, 'url': 'https://t.co/Dt1NdLWWog', 'expanded_url': 'https://x.com/lafm/status/1971198030301811050?t=3IUWBVeufqSRarMmfhUEkA&s=19', 'display_url': 'x.com/lafm/status/19…'}]}",143609541,1971204970138698033,@DiegomontanezH @BancoRepublica @DineroCOP @VictorGrosso @RodrigoTorresRT @MiguelOrlandoAM @omedinacruz @JDOviedoAr @jrestrp @IglesiasJulio87 @ToroDeArena @inverxia_co https://t.co/Dt1NdLWWog,['1971204970138698033'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 46}",2025-09-25 13:27:42+00:00,abramoscomillas,Néstor García Buitrago
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",407487795,1971185436350611630,@JDOviedoAr Pues igual por usted ni un puto voto,['1971185436350611630'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 12:10:05+00:00,gentileparra,Gentile Martinez
"{'mentions': [{'start': 0, 'end': 12, 'username': 'alejo011220', 'id': '1904733138615754753'}, {'start': 13, 'end': 24, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67330319,1971180636930269201,@alejo011220 @JDOviedoAr Esposa o marido?,['1971180636930269201'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 11:51:01+00:00,Yojosi,Yojosi
"{'mentions': [{'start': 0, 'end': 12, 'username': 'IguanoMario', 'id': '1287129914936827905'}, {'start': 13, 'end': 24, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67330319,1971180533020491873,@IguanoMario @JDOviedoAr Y se le moja la canoa.,['1971180533020491873'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",2025-09-25 11:50:36+00:00,Yojosi,Yojosi
"{'mentions': [{'start': 0, 'end': 13, 'username': 'prospectador', 'id': '168876521'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67330319,1971180061589111051,@prospectador @JDOviedoAr Entre gais se entienden.,['1971180061589111051'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",2025-09-25 11:48:44+00:00,Yojosi,Yojosi
"{'mentions': [{'start': 0, 'end': 12, 'username': 'adrianopive', 'id': '334253898'}, {'start': 13, 'end': 24, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67330319,1971179906139816019,"@adrianopive @JDOviedoAr Claro, le gusta que se lo coman.",['1971179906139816019'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2025-09-25 11:48:07+00:00,Yojosi,Yojosi
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 50, 'end': 55, 'probability': 0.7352, 'type': 'Organization', 'normalized_text': 'gremio'}]}",67330319,1971179522994340251,"@JDOviedoAr Bobo gay, dedícate a representar a tu gremio, los demás no te queremos ni ver.",['1971179522994340251'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",2025-09-25 11:46:35+00:00,Yojosi,Yojosi
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'urls': [{'start': 112, 'end': 135, 'url': 'https://t.co/guBe558RkY', 'expanded_url': 'https://x.com/JacquiLizarazo/status/1971177183038365900/photo/1', 'display_url': 'pic.x.com/guBe558RkY', 'media_key': '16_1971177175035363328'}]}",1711460798,1971177183038365900,"@JDOviedoAr La verdad es que no hubo nada pero de NADA 
Había mucha espectativa de su gestión... y NADA de NADA https://t.co/guBe558RkY",['1971177183038365900'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",2025-09-25 11:37:17+00:00,JacquiLizarazo,yaki
"{'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1547793950290808834,1971144989951524946,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba 🙏👌👌👏👏,['1971144989951524946'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",2025-09-25 09:29:22+00:00,SureshS19783707,Suresh Sharma
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 39, 'end': 50, 'username': 'JDOviedoAr', 'id': '219434063'}]}",2426207221,1971134411262525744,@JDOviedoAr ¿Quien es este tipo dizque @JDOviedoAr ?,['1971134411262525744'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}",2025-09-25 08:47:20+00:00,palmer1505,Palmer/U.S.A. COCAINE CARTEL🇨🇴🇵🇸🇷🇺🇨🇳🇮🇷
"{'mentions': [{'start': 0, 'end': 12, 'username': 'Miltonpv777', 'id': '1014607967168102400'}, {'start': 13, 'end': 27, 'username': 'Melquisedec70', 'id': '147204319'}, {'start': 28, 'end': 40, 'username': 'supershadai', 'id': '2446474122'}, {'start': 41, 'end': 57, 'username': 'UniversidadUNAD', 'id': '139777050'}, {'start': 58, 'end': 70, 'username': 'FiscaliaCol', 'id': '219990061'}, {'start': 161, 'end': 174, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 175, 'end': 186, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 187, 'end': 202, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 203, 'end': 211, 'username': 'jrestrp', 'id': '327553766'}, {'start': 212, 'end': 222, 'username': 'lunadavid', 'id': '44740326'}, {'start': 223, 'end': 238, 'username': 'DELAESPRIELLAE', 'id': '548906668'}]}",544763600,1971104629799911764,"@Miltonpv777 @Melquisedec70 @supershadai @UniversidadUNAD @FiscaliaCol ¿Todo bien por allá?

Hay un montón de delitos públicos y no vemos acciones de su parte.

@VickyDavilaH @JDOviedoAr @sergio_fajardo @jrestrp @lunadavid @DELAESPRIELLAE",['1971104629799911764'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-25 06:48:59+00:00,Sumercequeopina,Zio Gatto
"{'mentions': [{'start': 0, 'end': 10, 'username': 'Catsamper', 'id': '1565421195926900736'}, {'start': 11, 'end': 25, 'username': 'Melquisedec70', 'id': '147204319'}, {'start': 26, 'end': 42, 'username': 'UniversidadUNAD', 'id': '139777050'}, {'start': 43, 'end': 59, 'username': 'Margaritarosadf', 'id': '41396492'}, {'start': 145, 'end': 158, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 159, 'end': 170, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 171, 'end': 186, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 187, 'end': 195, 'username': 'jrestrp', 'id': '327553766'}, {'start': 196, 'end': 206, 'username': 'lunadavid', 'id': '44740326'}, {'start': 207, 'end': 222, 'username': 'DELAESPRIELLAE', 'id': '548906668'}], 'annotations': [{'start': 60, 'end': 67, 'probability': 0.982, 'type': 'Place', 'normalized_text': 'Colombia'}]}",544763600,1971104309531095360,"@Catsamper @Melquisedec70 @UniversidadUNAD @Margaritarosadf Colombia necesita un colectivo de abogados que denuncien a los corruptos petristas.

@VickyDavilaH @JDOviedoAr @sergio_fajardo @jrestrp @lunadavid @DELAESPRIELLAE",['1971104309531095360'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",2025-09-25 06:47:43+00:00,Sumercequeopina,Zio Gatto
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1903980735910080512,1971086406312394813,@JDOviedoAr Papi tú crees que hablando así la costa te va a votar ?,['1971086406312394813'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",2025-09-25 05:36:34+00:00,juanddelarosag,JDDLRG
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",190118101,1971085411930997144,"@JDOviedoAr Devuelva la plata del Concejo, señor timador!",['1971085411930997144'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",2025-09-25 05:32:37+00:00,cmorales92,Carlos Morales
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 45, 'end': 48, 'probability': 0.3695, 'type': 'Organization', 'normalized_text': 'care'}, {'start': 125, 'end': 131, 'probability': 0.569, 'type': 'Organization', 'normalized_text': 'tigresa'}, {'start': 138, 'end': 146, 'probability': 0.6486, 'type': 'Person', 'normalized_text': 'jopo jopo'}]}",1256338864001728512,1971082930060656882,"@JDOviedoAr Ya se me había olvidado que este care chimba existía, como le a ido en su campaña, de casualidad se unirá con la tigresa y el jopo jopo",['1971082930060656882'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",2025-09-25 05:22:46+00:00,FerMurcia3,Fer.Murcia
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 35, 'end': 40, 'probability': 0.7858, 'type': 'Person', 'normalized_text': 'Nariño'}]}",283350073,1971077951547687276,@JDOviedoAr Te imaginas la casa de Nariño llena de caca,['1971077951547687276'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",2025-09-25 05:02:59+00:00,kevinLozada20,Kevin Lozada
