entities,author_id,id,text,edit_history_tweet_ids,public_metrics,created_at,username,name
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",2914441426,1970577081135432089,@JDOviedoAr Devuelva la plata..,['1970577081135432089'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",2025-09-23 19:52:42+00:00,manuelacadia,manuel moreno
"{'urls': [{'start': 163, 'end': 186, 'url': 'https://t.co/4Xw245fIm0', 'expanded_url': 'https://twitter.com/SoyJerome__/status/1970474724749656515', 'display_url': 'x.com/SoyJerome__/st…'}], 'mentions': [{'start': 52, 'end': 62, 'username': 'lunadavid', 'id': '44740326'}, {'start': 63, 'end': 78, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 79, 'end': 95, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 96, 'end': 107, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 108, 'end': 124, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 125, 'end': 139, 'username': 'MariaFdaCabal', 'id': '350862112'}]}",1385249630435299333,1970576232585838601,"La unión hace la fuerza, dónde están los candidatos @lunadavid @sergio_fajardo @ABDELAESPRIELLA @JDOviedoAr @PalomaValenciaL @MariaFdaCabal a tumbar esa porquería https://t.co/4Xw245fIm0",['1970576232585838601'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 64}",2025-09-23 19:49:20+00:00,Mar75Lopez,Mar López
"{'annotations': [{'start': 131, 'end': 151, 'probability': 0.945, 'type': 'Organization', 'normalized_text': 'Ministerio de Defensa'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'M_AaronZ', 'id': '985312801181745152'}, {'start': 10, 'end': 17, 'username': 'r3ntas', 'id': '455735993'}, {'start': 18, 'end': 31, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 32, 'end': 41, 'username': 'YoAlejoV', 'id': '49145792'}, {'start': 42, 'end': 53, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 54, 'end': 69, 'username': 'PizarroMariaJo', 'id': '1362851972'}, {'start': 70, 'end': 86, 'username': 'Margaritarosadf', 'id': '41396492'}]}",797292235,1970570468244758739,@M_AaronZ @r3ntas @petrogustavo @YoAlejoV @JDOviedoAr @PizarroMariaJo @Margaritarosadf Es una mentira que esas gráficas salgan del Ministerio de Defensa. En el documento que usted señala que sale de la página del Ministerio sale una información diferente a la que usted afirma. Que falacia es su persona.,['1970570468244758739'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 31}",2025-09-23 19:26:25+00:00,tupoetatierno,alca
"{'annotations': [{'start': 69, 'end': 80, 'probability': 0.4114, 'type': 'Place', 'normalized_text': 'Cundinamarca'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 123, 'end': 135, 'username': 'CCalderonRA', 'id': '3293357811'}, {'start': 136, 'end': 149, 'username': 'CathyJuvinao', 'id': '53855557'}, {'start': 150, 'end': 161, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 162, 'end': 177, 'username': 'gabodelascasas', 'id': '62337495'}, {'start': 178, 'end': 193, 'username': 'jsanchezcristo', 'id': '337783129'}, {'start': 194, 'end': 204, 'username': 'jucorreal', 'id': '33911394'}, {'start': 205, 'end': 219, 'username': 'KatheMirandaP', 'id': '70539007'}, {'start': 220, 'end': 235, 'username': 'JorgeEmilioRey', 'id': '1694346313'}]}",717463110,1970549473718788242,"@CarlosFGalan Una obra q llega tarde, ya deberis estar conectada con Cundinamarca para descongestionar calle 80 y calle 13.@CCalderonRA @CathyJuvinao @JDOviedoAr @gabodelascasas @jsanchezcristo @jucorreal @KatheMirandaP @JorgeEmilioRey",['1970549473718788242'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 45}",2025-09-23 18:03:00+00:00,raulgcasta,Raul G Castañeda
"{'annotations': [{'start': 71, 'end': 77, 'probability': 0.6029, 'type': 'Place', 'normalized_text': 'Córdoba'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1689701504,1970535876661809203,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Con Pipe Córdoba la corrupción no tiene cabida,['1970535876661809203'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}",2025-09-23 17:08:58+00:00,luzmata7,vale
"{'hashtags': [{'start': 87, 'end': 102, 'tag': 'VolverAConfiar'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1631978845,1970534553711255673,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Muy buen planteamiento 😍 #VolverAConfiar,['1970534553711255673'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",2025-09-23 17:03:43+00:00,kaaaa011,FABIÁN
"{'annotations': [{'start': 62, 'end': 75, 'probability': 0.806, 'type': 'Person', 'normalized_text': 'Felipe Córdoba'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1601644766,1970534533901545616,"@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Felipe Córdoba, disciplina y carácter",['1970534533901545616'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 23}",2025-09-23 17:03:38+00:00,Matiass17569762,Matias sandoval
"{'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",2156500213,1970534396563447858,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba El mejor 🔝,['1970534396563447858'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",2025-09-23 17:03:05+00:00,ManyaMerve,samy
"{'hashtags': [{'start': 86, 'end': 101, 'tag': 'PipePresidente'}, {'start': 102, 'end': 111, 'tag': 'Colombia'}], 'annotations': [{'start': 87, 'end': 100, 'probability': 0.4887, 'type': 'Person', 'normalized_text': 'PipePresidente'}, {'start': 103, 'end': 110, 'probability': 0.9701, 'type': 'Place', 'normalized_text': 'Colombia'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1514367768,1970534165629010177,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Ese sí tiene pantalones #PipePresidente #Colombia,['1970534165629010177'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-23 17:02:10+00:00,reemss231,andrea paola
"{'annotations': [{'start': 62, 'end': 75, 'probability': 0.8723, 'type': 'Person', 'normalized_text': 'Felipe Córdoba'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1851515036,1970534156846420133,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Felipe Córdoba el más preparado,['1970534156846420133'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}",2025-09-23 17:02:08+00:00,For_sanaferoo,OMAR
"{'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1597223287,1970534072402550958,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Muy pro,['1970534072402550958'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",2025-09-23 17:01:48+00:00,umabdalaziz3,BENJAMÍN
"{'annotations': [{'start': 62, 'end': 67, 'probability': 0.7374, 'type': 'Person', 'normalized_text': 'Felipe'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1488698923,1970533639801786425,"@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba Felipe presidente, el más serio de todos",['1970533639801786425'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-23 17:00:05+00:00,maha_875,lina maría
"{'hashtags': [{'start': 62, 'end': 70, 'tag': 'ReyPipe'}], 'annotations': [{'start': 63, 'end': 69, 'probability': 0.5932, 'type': 'Person', 'normalized_text': 'ReyPipe'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Hora20', 'id': '143285665'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 20, 'end': 34, 'username': 'susanamuhamad', 'id': '47963334'}, {'start': 35, 'end': 48, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 49, 'end': 61, 'username': 'pipecordoba', 'id': '29055849'}]}",1378620511,1970533637004443968,@Hora20 @JDOviedoAr @susanamuhamad @PaolaHolguin @pipecordoba #ReyPipe con toda 🔥,['1970533637004443968'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",2025-09-23 17:00:04+00:00,Pepiinno,ricardo
"{'annotations': [{'start': 103, 'end': 108, 'probability': 0.4098, 'type': 'Place', 'normalized_text': 'Bogotá'}], 'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/2OuCXrkCmq', 'expanded_url': 'https://x.com/JeissonRayoR/status/1970522817612652670/photo/1', 'display_url': 'pic.x.com/2OuCXrkCmq', 'media_key': '3_1970522808309473282'}, {'start': 268, 'end': 291, 'url': 'https://t.co/2OuCXrkCmq', 'expanded_url': 'https://x.com/JeissonRayoR/status/1970522817612652670/photo/1', 'display_url': 'pic.x.com/2OuCXrkCmq', 'media_key': '3_1970522808787623946'}], 'mentions': [{'start': 111, 'end': 126, 'username': 'IsabelSegoviaO', 'id': '2395075182'}, {'start': 127, 'end': 143, 'username': 'Educacionbogota', 'id': '203145015'}, {'start': 145, 'end': 152, 'username': 'Bogota', 'id': '57664761'}, {'start': 154, 'end': 167, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 169, 'end': 180, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 182, 'end': 195, 'username': 'ClaudiaLopez', 'id': '137908875'}, {'start': 197, 'end': 212, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 214, 'end': 227, 'username': 'tamaraargote', 'id': '518781814'}, {'start': 229, 'end': 238, 'username': 'Donka_At', 'id': '261418327'}, {'start': 240, 'end': 249, 'username': 'heidy_up', 'id': '296017197'}, {'start': 251, 'end': 267, 'username': 'anateresabernal', 'id': '227884460'}]}",1638556330976747520,1970522817612652670,"Carta Solicitud Reconciderar Cupos Escolares Estudiantes Inclusión Diversa 🙏🙏🙏
Secretaria De Educación Bogotá 
@IsabelSegoviaO
@Educacionbogota 
@Bogota 
@CarlosFGalan 
@JDOviedoAr 
@ClaudiaLopez 
@sergio_fajardo 
@tamaraargote 
@Donka_At 
@heidy_up 
@anateresabernal https://t.co/2OuCXrkCmq",['1970522817612652670'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 46}",2025-09-23 16:17:04+00:00,JeissonRayoR,Jeisson S. Rayo Rodríguez
"{'annotations': [{'start': 56, 'end': 63, 'probability': 0.9281, 'type': 'Place', 'normalized_text': 'Colombia'}, {'start': 108, 'end': 132, 'probability': 0.7707, 'type': 'Other', 'normalized_text': 'La Hora de los Candidatos'}, {'start': 142, 'end': 159, 'probability': 0.6135, 'type': 'Person', 'normalized_text': 'Juan Daniel Oviedo'}, {'start': 175, 'end': 187, 'probability': 0.5625, 'type': 'Other', 'normalized_text': 'Paola Holguín'}, {'start': 206, 'end': 219, 'probability': 0.7323, 'type': 'Person', 'normalized_text': 'Felipe Córdoba'}, {'start': 238, 'end': 251, 'probability': 0.6666, 'type': 'Other', 'normalized_text': 'Susana Muhamad'}], 'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/aqzxI34Yru', 'expanded_url': 'https://x.com/CaracolRadio/status/1970520267106422999/photo/1', 'display_url': 'pic.x.com/aqzxI34Yru', 'media_key': '3_1970520233518473217'}], 'mentions': [{'start': 161, 'end': 172, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 189, 'end': 203, 'username': 'paolaholguinm', 'id': '554673952'}, {'start': 253, 'end': 260, 'username': 'susana', 'id': '1366573924704788480'}]}",19236074,1970520267106422999,"🔎 ¿Qué proponen los candidatos sobre seguridad y paz en Colombia?

Este martes 23 de septiembre llega 5x20: La Hora de los Candidatos 🗳️
Con: Juan Daniel Oviedo(@jdoviedoar), Paola Holguín(@paolaholguinm), Felipe Córdoba(@pipecordobal) y Susana Muhamad(@susana.muhamad).

🕖 7:00 https://t.co/aqzxI34Yru",['1970520267106422999'],"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2559}",2025-09-23 16:06:56+00:00,CaracolRadio,Caracol Radio
"{'annotations': [{'start': 66, 'end': 76, 'probability': 0.446, 'type': 'Organization', 'normalized_text': 'FU San José'}], 'urls': [{'start': 251, 'end': 274, 'url': 'https://t.co/UokvtiJpim', 'expanded_url': 'https://twitter.com/luisRebel_/status/1970480315530449403', 'display_url': 'x.com/luisRebel_/sta…'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 16, 'end': 27, 'username': 'JDOviedoAr', 'id': '219434063'}]}",4573838415,1970489258604667218,"@sergio_fajardo @JDOviedoAr Pónganse a la tarea que el tema de la FU San José, regalando títulos para la bodega petrista, es algo por lo que muchos estaríamos dispuestos a apoyar si algún candidato lo muestra como parte de su programa anticorrupción. https://t.co/UokvtiJpim",['1970489258604667218'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",2025-09-23 14:03:43+00:00,FredyCamargoB,FreCamaBed
"{'annotations': [{'start': 46, 'end': 53, 'probability': 0.9813, 'type': 'Place', 'normalized_text': 'Colombia'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/0vPV83v9t7', 'expanded_url': 'https://x.com/ANIFCO/status/1970488322674802959/photo/1', 'display_url': 'pic.x.com/0vPV83v9t7', 'media_key': '3_1970248514929098752'}]}",155996033,1970488322674802959,"🗣️ La discusión sobre el futuro energético de Colombia también contará con la voz de precandidatos presidenciales, quienes debatirán sobre sostenibilidad, exploración, energía renovable y políticas públicas para dinamizar el sector.

⚡ Un encuentro imperdible para entender las https://t.co/0vPV83v9t7",['1970488322674802959'],"{'retweet_count': 6, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 702}",2025-09-23 14:00:00+00:00,ANIFCO,ANIF | Centro de Estudios Económicos
"{'annotations': [{'start': 66, 'end': 75, 'probability': 0.4155, 'type': 'Organization', 'normalized_text': 'colombiana'}, {'start': 79, 'end': 87, 'probability': 0.9879, 'type': 'Place', 'normalized_text': 'Argentina'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'cesar_steven', 'id': '95696835'}, {'start': 14, 'end': 29, 'username': 'PizarroMariaJo', 'id': '1362851972'}, {'start': 299, 'end': 310, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1017517221155917827,1970483336809246973,"@cesar_steven @PizarroMariaJo El fenómeno decrecer en la economía colombiana y Argentina ante las variaciones legislativas se deben analizar con más prudencia.
Para el voto popular estamos mejor que 🇦🇷, porque el efecto fiscal aún no se ha materializado más allá de una partida presupuestal@jrestrp @JDOviedoAr",['1970483336809246973'],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 27}",2025-09-23 13:40:11+00:00,loaijohj,loaijohj
"{'mentions': [{'start': 12, 'end': 24, 'username': 'PinzonBueno', 'id': '3401638840'}, {'start': 26, 'end': 42, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 44, 'end': 58, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 60, 'end': 76, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 78, 'end': 91, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 94, 'end': 108, 'username': 'German_Vargas', 'id': '20456814'}, {'start': 119, 'end': 132, 'username': 'EfrainCepeda', 'id': '83861270'}, {'start': 134, 'end': 150, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 163, 'end': 173, 'username': 'lunadavid', 'id': '44740326'}, {'start': 176, 'end': 189, 'username': 'JuanGZuluaga', 'id': '202812622'}, {'start': 204, 'end': 220, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 222, 'end': 238, 'username': 'MauricioGomezCO', 'id': '317239510'}, {'start': 240, 'end': 251, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 263, 'end': 278, 'username': 'sergio_fajardo', 'id': '25185308'}]}",114489800,1970473602052169892,"Excelente: 
@PinzonBueno, @PalomaValenciaL, @MariaFdaCabal, @ABDELAESPRIELLA, @VickyDavilaH o @German_Vargas.

Bueno: 
@EfrainCepeda, @EnriquePenalosa,            @lunadavid o
@JuanGZuluaga.

Aceptable: 
@juanmanuelgalan, @MauricioGomezCO, @JDOviedoAr o          @sergio_fajardo.",['1970473602052169892'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 66}",2025-09-23 13:01:31+00:00,JUANDANGULO,Juan Diego 🇨🇴🇪🇸🇮🇱
"{'mentions': [{'start': 0, 'end': 12, 'username': 'datoatipico', 'id': '174049509'}, {'start': 13, 'end': 27, 'username': 'QuinteroCalle', 'id': '36276135'}, {'start': 166, 'end': 180, 'username': 'DanielSamperO', 'id': '134855279'}, {'start': 181, 'end': 196, 'username': 'jsanchezcristo', 'id': '337783129'}, {'start': 197, 'end': 206, 'username': 'MarnIris', 'id': '1052859974'}, {'start': 207, 'end': 220, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 221, 'end': 237, 'username': 'JotaPeHernandez', 'id': '1470464993149833218'}, {'start': 238, 'end': 253, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 254, 'end': 265, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1329503131701547014,1970446306587119980,"@datoatipico @QuinteroCalle Respeto y llama a los otros narcouribusmo.
A la ultraizquierda nada de diplomacia y buenas formas, son unos HPs y asi deben ser tratados.
@DanielSamperO @jsanchezcristo @MarnIris @VickyDavilaH @JotaPeHernandez @sergio_fajardo @JDOviedoAr",['1970446306587119980'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",2025-09-23 11:13:03+00:00,ElDiablo2021,El Cambio
"{'hashtags': [{'start': 42, 'end': 68, 'tag': 'ConfirmadoFraudeElectoral'}], 'urls': [{'start': 267, 'end': 290, 'url': 'https://t.co/HsR1LNFKb4', 'expanded_url': 'https://x.com/Mechitascasmont/status/1970419117325742335/photo/1', 'display_url': 'pic.x.com/HsR1LNFKb4', 'media_key': '3_1970419113018232832'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'Impacto24_7', 'id': '1249029518800629761'}, {'start': 107, 'end': 121, 'username': 'Registraduria', 'id': '83917616'}, {'start': 122, 'end': 135, 'username': 'CNE_COLOMBIA', 'id': '264401370'}, {'start': 189, 'end': 202, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 203, 'end': 216, 'username': 'intiasprilla', 'id': '3092609308'}, {'start': 217, 'end': 229, 'username': 'FiscaliaCol', 'id': '219990061'}, {'start': 230, 'end': 246, 'username': 'IndraenColombia', 'id': '390698642'}, {'start': 247, 'end': 254, 'username': 'ONU_es', 'id': '119844526'}, {'start': 255, 'end': 266, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1084612507,1970419117325742335,"@Impacto24_7 🇨🇴  🇨🇴 ALERTA COLOMBIA 🇨🇴 🇨🇴
#ConfirmadoFraudeElectoral  
Fue de tal magnitud con complicidad @Registraduria @CNE_COLOMBIA.
Muchos JURADOS VOTARON DOS VECES+MUERTOS+ASTERISCOS
@Petrogustavo @intiasprilla
@FiscaliaCol @IndraenColombia @ONU_es @JDOviedoAr https://t.co/HsR1LNFKb4",['1970419117325742335'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 23}",2025-09-23 09:25:00+00:00,Mechitascasmont,Mechitascasmonth
"{'annotations': [{'start': 3, 'end': 7, 'probability': 0.639, 'type': 'Person', 'normalized_text': 'Cesar'}, {'start': 23, 'end': 27, 'probability': 0.7909, 'type': 'Person', 'normalized_text': 'Cesar'}, {'start': 37, 'end': 40, 'probability': 0.5124, 'type': 'Person', 'normalized_text': 'Dios'}, {'start': 55, 'end': 58, 'probability': 0.3967, 'type': 'Person', 'normalized_text': 'Dios'}], 'urls': [{'start': 226, 'end': 249, 'url': 'https://t.co/HhOZHDWRO4', 'expanded_url': 'https://x.com/garycorrea/status/1970418050240295402/photo/1', 'display_url': 'pic.x.com/HhOZHDWRO4', 'media_key': '3_1970418016144797696'}, {'start': 226, 'end': 249, 'url': 'https://t.co/HhOZHDWRO4', 'expanded_url': 'https://x.com/garycorrea/status/1970418050240295402/photo/1', 'display_url': 'pic.x.com/HhOZHDWRO4', 'media_key': '3_1970418024839524352'}, {'start': 226, 'end': 249, 'url': 'https://t.co/HhOZHDWRO4', 'expanded_url': 'https://x.com/garycorrea/status/1970418050240295402/photo/1', 'display_url': 'pic.x.com/HhOZHDWRO4', 'media_key': '3_1970418036696846337'}, {'start': 226, 'end': 249, 'url': 'https://t.co/HhOZHDWRO4', 'expanded_url': 'https://x.com/garycorrea/status/1970418050240295402/photo/1', 'display_url': 'pic.x.com/HhOZHDWRO4', 'media_key': '3_1970418044745748480'}], 'mentions': [{'start': 65, 'end': 78, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 79, 'end': 90, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 91, 'end': 107, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}]}",71021430,1970418050240295402,"Al Cesar lo que es del Cesar... 🏛️
A Dios lo que es de Dios 🇮🇱🇨🇴
@VickyDavilaH
@JDOviedoAr
@ABDELAESPRIELLA
Por acá está estará mí voto en segunda vuelta 
Vamos moviendo el ajedrez ♟️ 
Cualquiera menos un comunista/socialista https://t.co/HhOZHDWRO4",['1970418050240295402'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 23}",2025-09-23 09:20:46+00:00,garycorrea,Gary Enrique Correa Holguín 🇨🇴 🇮🇱 🇺🇸
"{'mentions': [{'start': 0, 'end': 15, 'username': 'DiegomontanezH', 'id': '1241844722240491528'}, {'start': 16, 'end': 25, 'username': 'ELTIEMPO', 'id': '9633802'}, {'start': 26, 'end': 36, 'username': 'DineroCOP', 'id': '108045032'}, {'start': 37, 'end': 50, 'username': 'VictorGrosso', 'id': '72073632'}, {'start': 51, 'end': 67, 'username': 'RodrigoTorresRT', 'id': '115496046'}, {'start': 68, 'end': 84, 'username': 'IglesiasJulio87', 'id': '4028486487'}, {'start': 85, 'end': 97, 'username': 'mateoamayaq', 'id': '1379160628208750606'}, {'start': 98, 'end': 109, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 110, 'end': 126, 'username': 'MiguelOrlandoAM', 'id': '55832062'}, {'start': 127, 'end': 143, 'username': 'CamacolColombia', 'id': '266790270'}, {'start': 144, 'end': 157, 'username': 'LuisFerMejia', 'id': '59258459'}, {'start': 158, 'end': 173, 'username': 'JCecheverryCol', 'id': '1387812343162277888'}]}",1185661225318932480,1970364730788454699,"@DiegomontanezH @ELTIEMPO @DineroCOP @VictorGrosso @RodrigoTorresRT @IglesiasJulio87 @mateoamayaq @JDOviedoAr @MiguelOrlandoAM @CamacolColombia @LuisFerMejia @JCecheverryCol Gracias a ustedes gran hijueputas que hicieron posible que un banco le cobre a unos 
 254 millones de pesos por una hijueputa alcancía de 46 metros cuadrados",['1970364730788454699'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",2025-09-23 05:48:54+00:00,maito_MC583,Mauro. progresista SLP.(R) #PactoHistorico
